0;0.9008264462809917;0.923728813559322;0.9121338912133891;118.0
1;0.9333333333333333;0.9130434782608695;0.9230769230769231;138.0
avg / total;0.9183496900826447;0.91796875;0.9180328693273254;256.0
0;0.8925619834710744;0.9152542372881356;0.9037656903765691;118.0
1;0.9259259259259259;0.9057971014492754;0.9157509157509157;138.0
avg / total;0.9105472337006428;0.91015625;0.9102264759299278;256.0
0;0.8925619834710744;0.9152542372881356;0.9037656903765691;118.0
1;0.9259259259259259;0.9057971014492754;0.9157509157509157;138.0
avg / total;0.9105472337006428;0.91015625;0.9102264759299278;256.0
0;0.8888888888888888;0.8813559322033898;0.8851063829787235;118.0
1;0.8992805755395683;0.9057971014492754;0.9025270758122743;138.0
avg / total;0.8944906574740208;0.89453125;0.8944972252093095;256.0
0;0.8991596638655462;0.9067796610169492;0.9029535864978903;118.0
1;0.9197080291970803;0.9130434782608695;0.9163636363636363;138.0
avg / total;0.9102365170520763;0.91015625;0.9101824415036439;256.0
