0;0.8916666666666667;0.9067796610169492;0.8991596638655461;118.0
1;0.9191176470588235;0.9057971014492754;0.9124087591240877;138.0
avg / total;0.9064644607843138;0.90625;0.9063017542783537;256.0
0;0.8925619834710744;0.9152542372881356;0.9037656903765691;118.0
1;0.9259259259259259;0.9057971014492754;0.9157509157509157;138.0
avg / total;0.9105472337006428;0.91015625;0.9102264759299278;256.0
0;0.8916666666666667;0.9067796610169492;0.8991596638655461;118.0
1;0.9191176470588235;0.9057971014492754;0.9124087591240877;138.0
avg / total;0.9064644607843138;0.90625;0.9063017542783537;256.0
0;0.8780487804878049;0.9152542372881356;0.896265560165975;118.0
1;0.924812030075188;0.8913043478260869;0.9077490774907749;138.0
avg / total;0.9032570947185036;0.90234375;0.9024558937238749;256.0
0;0.9008264462809917;0.923728813559322;0.9121338912133891;118.0
1;0.9333333333333333;0.9130434782608695;0.9230769230769231;138.0
avg / total;0.9183496900826447;0.91796875;0.9180328693273254;256.0
0;0.8780487804878049;0.9152542372881356;0.896265560165975;118.0
1;0.924812030075188;0.8913043478260869;0.9077490774907749;138.0
avg / total;0.9032570947185036;0.90234375;0.9024558937238749;256.0
0;0.907563025210084;0.9152542372881356;0.9113924050632911;118.0
1;0.927007299270073;0.9202898550724637;0.9236363636363637;138.0
avg / total;0.9180447041955468;0.91796875;0.9179926639815881;256.0
0;0.9;0.9152542372881356;0.9075630252100839;118.0
1;0.9264705882352942;0.9130434782608695;0.9197080291970804;138.0
avg / total;0.9142693014705883;0.9140625;0.9141099414218242;256.0
0;0.8916666666666667;0.9067796610169492;0.8991596638655461;118.0
1;0.9191176470588235;0.9057971014492754;0.9124087591240877;138.0
avg / total;0.9064644607843138;0.90625;0.9063017542783537;256.0
0;0.9159663865546218;0.923728813559322;0.9198312236286919;118.0
1;0.9343065693430657;0.927536231884058;0.9309090909090909;138.0
avg / total;0.9258528913390173;0.92578125;0.925802886459532;256.0
