Path,Dissimilarity,Contrast,Homogeneity,Energy,Correlation,ASM,Label
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_3_10_1.jpg,0.9435623964771948,2.280046863006504,0.6487487211363817,0.44671342965719285,0.10169485151913676,0.1995528882360918,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_3_12_2.jpg,0.880559932129439,2.064820425806973,0.6667953867764943,0.45960125640484495,0.12490117650505109,0.21123331488891203,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_3_13_3.jpg,1.0047670989375026,2.577788550882721,0.6371557123551533,0.4409523869330696,0.07907738853923536,0.19443900754197155,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_3_18_4.jpg,0.7409808912051065,1.5017371631721408,0.7015318053386166,0.5087972534260571,0.1118205516571349,0.2588746450938994,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_3_1_0.jpg,0.8469276451339232,1.9361289540661737,0.6759822555222754,0.4869164323054752,0.06427728160038348,0.23708761204909243,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_3_20_5.jpg,0.9957782895002627,2.4938997293257383,0.6360128503267659,0.4403666154526121,0.07470282828330341,0.19392275600518874,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_3_21_6.jpg,0.8221225710014949,1.8815901102896617,0.6855954181353596,0.4972983341209245,0.10439204200933808,0.24730563311944667,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_3_24_7.jpg,0.9648325455500343,2.3148507251646264,0.6389519686988799,0.4400345148769868,0.052390006591799425,0.19363037428302513,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_3_26_8.jpg,0.9182321334787702,2.15957661697572,0.6538451387540625,0.448167700823335,0.1400819482575913,0.2008542880612743,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_3_28_9.jpg,0.7028440997050862,1.378842968529067,0.7131327564027344,0.5172647635850669,0.20472781264959392,0.2675628356467152,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_3_30_11.jpg,0.9186563244859208,2.1390740516301054,0.6527031627697499,0.4519051365339337,0.11234346116775822,0.20421825242575325,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_3_32_12.jpg,0.9114652769361289,2.241930271078253,0.6621468703180724,0.4559683612742745,0.1195138728170511,0.20790714648314731,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_3_3_10.jpg,0.9076879570153112,2.0895245020805557,0.6542706456359704,0.4535736797459259,0.09507619439142005,0.20572908295825973,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_3_5_13.jpg,0.9915161798569871,2.4323920332888944,0.6331802227037743,0.4341718707992842,0.050161515470420213,0.18850521339335036,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_3_6_14.jpg,0.9324526320042016,2.184987678261221,0.6477952546109703,0.4483301766207338,0.04699116847560696,0.20099994726877837,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_3_8_15.jpg,0.8502807740475903,1.968811861188543,0.676578225446598,0.4899106344450871,0.05119502133526748,0.24001242974238773,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_5_10_16.jpg,1.052417888740759,2.1938148911243083,0.5794172252353437,0.29855669814722546,0.13110840577206292,0.0891361020085735,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_5_27_18.jpg,1.1073809235244212,2.564982022381126,0.5787129448465329,0.3067768118273313,0.12267600112625812,0.09411201227494184,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_5_2_17.jpg,1.0153112754009617,2.112148022461924,0.5951115876270048,0.3063678219718576,0.17369147256409978,0.09386124233977981,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_5_4_19.jpg,1.1388922554841836,2.588292328202642,0.5612287145808216,0.28812546959780033,0.09596332910190582,0.08301628623095297,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_3_14_20.jpg,1.9942633216175818,6.912697450814043,0.4141609528458895,0.17756487305348947,0.06446984592819892,0.031529284142501834,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_3_15_21.jpg,1.969862238920535,6.753848018422009,0.41541561536628085,0.16424896213979806,0.08787133384796467,0.026977721564000818,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_3_16_22.jpg,2.0736880378135982,7.340766775744354,0.3977719684102511,0.17213417294856578,0.02397711035750822,0.029630173496686757,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_3_19_23.jpg,1.9976770492465559,6.791116228335959,0.4052101699362281,0.17059227331059013,0.055067097461919526,0.029101723713275077,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_3_26_25.jpg,1.9667717044398658,6.777986506686059,0.41840753280543114,0.16304277520135335,0.08898478455319339,0.026582946545359042,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_3_27_26.jpg,2.093362420716681,7.348887003595523,0.38912821894207394,0.16409129555207827,0.008021389711137215,0.026925953275959504,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_3_2_24.jpg,2.0960691633337376,7.351310952207813,0.3875597294321585,0.16545829648121624,-0.0025388244729883697,0.027376447874466053,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_3_3_27.jpg,1.9956570920696481,6.849331394174444,0.40890414143887877,0.15985937014232832,0.07073803166725087,0.025555018222301933,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_3_5_28.jpg,2.0693855290267846,7.181735547206399,0.3909080771958712,0.1682008868465895,-0.001787246240688349,0.028291538335979204,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_3_7_29.jpg,2.057689976972488,7.229871126732114,0.3993460495726887,0.16152419802869294,0.027641598275595803,0.02609006654881241,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_5_0_30.jpg,1.3007110249262714,3.1553549064759827,0.5234250639438602,0.196909503605141,0.40874833281452677,0.038773352610023036,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_5_12_31.jpg,1.2636448107300124,2.990465802124995,0.5307061747069732,0.2082994825909628,0.3240736285300809,0.04338867444766281,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_5_14_32.jpg,1.2904496424675798,3.063325657496061,0.5215116885710112,0.20777818772153264,0.29867620093236624,0.04317177529284446,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_5_16_33.jpg,1.2963075182806125,3.1655354906475983,0.5251360568502162,0.20457268266592496,0.3115680774971552,0.041849982493133236,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_5_17_34.jpg,1.346402456267927,3.3013978103664208,0.5087014584861549,0.20122047330959605,0.27486473985030513,0.040489678878937854,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_5_19_35.jpg,1.3520381367915002,3.335312891366703,0.5089558651387164,0.18915600126748205,0.36424688672671707,0.03577999281550367,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_5_24_36.jpg,1.2173069930917466,2.898598149719226,0.5484460897045468,0.20341768514356479,0.408318399096193,0.04137875462916646,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_5_3_37.jpg,1.3643396759988689,3.371934714984042,0.504300380038009,0.19392003826746262,0.34717030037138713,0.03760498124165417,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_5_4_38.jpg,1.2935199773764796,3.1255403385448224,0.5244427150593961,0.20194479017034364,0.3714179195345278,0.040781698276944126,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_5_5_39.jpg,1.1769078495535894,2.72621500424191,0.5575418291581039,0.2088278661994749,0.4546651520838729,0.043609077701425795,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_5_6_40.jpg,1.3482204177271444,3.323738536743021,0.5090328426262751,0.20148346958259797,0.281932995357257,0.040595588515041685,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_3_10_41.jpg,2.1041085928978305,7.3357572819456225,0.38391472542655647,0.148666523604786,0.13203539501467484,0.02210173524073239,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_3_13_42.jpg,2.0168868419989496,6.758251525067669,0.3949316329350122,0.15742202392198115,0.16457677664234713,0.02478169361569281,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_3_17_43.jpg,2.1088756918353333,7.213347877025006,0.3753335299586378,0.15891499041382062,0.08329338566026988,0.0252539741782247,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_3_18_44.jpg,2.115097159940209,7.1929059103947,0.37215399038921326,0.1511269135142711,0.15214223816756184,0.02283934398834998,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_3_26_46.jpg,2.126570516705046,7.49517230234719,0.3804200191792426,0.14515555912699035,0.1271677273539922,0.02107013634546919,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_3_29_47.jpg,2.1486890477921867,7.7356886034016075,0.38394805741259286,0.14866406446769376,0.09988724235229084,0.02210100406405461,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_3_2_45.jpg,1.9886074415222397,6.5758089928493515,0.3978195913771637,0.15844592251123876,0.16569251908555885,0.02510511036043748,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_3_31_48.jpg,2.115339554801438,7.4541671716559605,0.38437170806822973,0.1488069535363465,0.12504238662687658,0.02214350942076838,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_3_5_49.jpg,2.128146083303034,7.602836019876379,0.3870918416402386,0.14985274466967843,0.131305017991873,0.022455845085035838,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_3_9_50.jpg,2.033208095988365,7.056437603522806,0.40274515268205874,0.15660776061898066,0.21240572555489248,0.024525990686091945,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_5_14_51.jpg,0.3436755140791015,0.5263200420151093,0.8460897559288485,0.6448384615893765,0.6472051892515739,0.41581664154495385,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_5_21_52.jpg,0.43972447784106977,0.7229224740435501,0.8078361767151718,0.4705988096176041,0.7689345131501417,0.22146323961350597,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_5_22_53.jpg,0.310083626227124,0.45632852583525224,0.8593950127714306,0.6931143748548089,0.3792749693067631,0.48040753663037256,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_5_23_54.jpg,0.4465115339554801,0.698400193915889,0.801517168171121,0.4809378946756868,0.7110631717993954,0.23130125853508204,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_5_27_55.jpg,0.3868217993778532,0.617339312406577,0.8289170671391721,0.6188169323384051,0.4310595330207559,0.3829343957487142,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_5_28_56.jpg,0.41122288207490004,0.6282874803054175,0.8158510883913151,0.5732918265875278,0.6135595354254963,0.328663518432064,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_5_6_57.jpg,0.35003837918636127,0.5616894921827656,0.8455804068175475,0.6628385060988877,0.5496599624175956,0.4393548851674053,Cap
dataset_magang/Validasi/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_5_7_58.jpg,0.3791661616773725,0.5816870682341534,0.8302462165006457,0.5307348245978878,0.7231704059492439,0.2816794540409507,Cap
