0;0.9256198347107438;0.9491525423728814;0.9372384937238494;118.0
1;0.9555555555555556;0.9347826086956522;0.945054945054945;138.0
avg / total;0.9417570592286502;0.94140625;0.9414520495195182;256.0
0;0.9391304347826087;0.9152542372881356;0.9270386266094419;118.0
1;0.9290780141843972;0.9492753623188406;0.9390681003584229;138.0
avg / total;0.9337115518038852;0.93359375;0.933523264802252;256.0
0;0.8888888888888888;0.9491525423728814;0.9180327868852458;118.0
1;0.9538461538461539;0.8985507246376812;0.9253731343283582;138.0
avg / total;0.9239049145299145;0.921875;0.9219896929287985;256.0
0;0.9411764705882353;0.9491525423728814;0.9451476793248945;118.0
1;0.9562043795620438;0.9492753623188406;0.9527272727272728;138.0
avg / total;0.949277452769429;0.94921875;0.9492335538933641;256.0
0;0.9090909090909091;0.9322033898305084;0.9205020920502093;118.0
1;0.9407407407407408;0.9202898550724637;0.9304029304029304;138.0
avg / total;0.9261521464646465;0.92578125;0.9258392627247231;256.0
0;0.9344262295081968;0.9661016949152542;0.95;118.0
1;0.9701492537313433;0.9420289855072463;0.9558823529411764;138.0
avg / total;0.9536831722534866;0.953125;0.9531709558823529;256.0
0;0.9401709401709402;0.9322033898305084;0.9361702127659575;118.0
1;0.9424460431654677;0.9492753623188406;0.9458483754512634;138.0
avg / total;0.9413973628789276;0.94140625;0.9413873473385053;256.0
0;0.9016393442622951;0.9322033898305084;0.9166666666666666;118.0
1;0.9402985074626866;0.9130434782608695;0.9264705882352942;138.0
avg / total;0.9224790494250061;0.921875;0.9219515931372548;256.0
0;0.8780487804878049;0.9152542372881356;0.896265560165975;118.0
1;0.924812030075188;0.8913043478260869;0.9077490774907749;138.0
avg / total;0.9032570947185036;0.90234375;0.9024558937238749;256.0
0;0.9243697478991597;0.9322033898305084;0.9282700421940928;118.0
1;0.9416058394160584;0.9347826086956522;0.9381818181818182;138.0
avg / total;0.9336610784824879;0.93359375;0.933613108937476;256.0
