0;0.9401709401709402;0.9322033898305084;0.9361702127659575;118.0
1;0.9424460431654677;0.9492753623188406;0.9458483754512634;138.0
avg / total;0.9413973628789276;0.94140625;0.9413873473385053;256.0
0;0.9495798319327731;0.9576271186440678;0.9535864978902954;118.0
1;0.9635036496350365;0.9565217391304348;0.9600000000000001;138.0
avg / total;0.9570856399128995;0.95703125;0.9570437763713081;256.0
0;0.9262295081967213;0.9576271186440678;0.9416666666666667;118.0
1;0.9626865671641791;0.9347826086956522;0.948529411764706;138.0
avg / total;0.9458821415463665;0.9453125;0.9453661151960784;256.0
0;0.9416666666666667;0.9576271186440678;0.9495798319327732;118.0
1;0.9632352941176471;0.9492753623188406;0.9562043795620438;138.0
avg / total;0.9532935049019609;0.953125;0.9531508771391769;256.0
0;0.9262295081967213;0.9576271186440678;0.9416666666666667;118.0
1;0.9626865671641791;0.9347826086956522;0.948529411764706;138.0
avg / total;0.9458821415463665;0.9453125;0.9453661151960784;256.0
