Path,Dissimilarity,Contrast,Homogeneity,Energy,Correlation,ASM,Label
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_3_0_0.jpg,0.6338284753363228,1.2820507687379885,0.744163241373575,0.5188772814935376,0.3922706953109812,0.26923363325012384,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_3_11_1.jpg,0.781109865470852,1.6240390775144138,0.6881521038722302,0.4883737418214172,0.13612598151315455,0.23850891170065225,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_3_14_2.jpg,0.7657951633568225,1.6294242472773863,0.6970483646200805,0.47295079846974714,0.41792828413212163,0.2236824577731714,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_3_15_3.jpg,0.7630325112107623,1.5833800448430493,0.6958826020246159,0.49600437611235754,0.19287305765100413,0.246020341122609,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_3_16_4.jpg,0.6829356181934658,1.3603859705317103,0.7216458758950846,0.48020657755411517,0.44453431487690814,0.23059835712623644,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_3_17_5.jpg,0.8322789878283152,1.8535393978219092,0.678250294356203,0.45915795853063834,0.3113188413501384,0.21082603088202342,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_3_19_6.jpg,0.8566623959000641,1.9542761050608586,0.6717273906663249,0.45203735797661776,0.2281753655542541,0.20433777300648087,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_3_22_8.jpg,0.6989309737347854,1.3931974695707878,0.7163936724736976,0.5148633900115817,0.2262884522868614,0.2650843103742181,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_3_23_9.jpg,0.7486386931454196,1.5867632927610507,0.7032522996566125,0.4730944448714655,0.3562037757566004,0.22381835376824014,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_3_25_10.jpg,0.6998918962203715,1.3951193145419605,0.7158763443356888,0.5148971908752177,0.2523542256166438,0.2651191171711903,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_3_27_11.jpg,0.6574711723254323,1.302570467648943,0.732170704837877,0.5136654079889721,0.37785600435059974,0.26385215136447715,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_3_29_12.jpg,0.7851137091607945,1.7614910313901344,0.6970723096814497,0.46142070477086655,0.3289445667072688,0.2129090667912432,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_3_2_7.jpg,0.7016936258808455,1.4069706918641898,0.7157099969449943,0.49780775298210206,0.34408230961270203,0.24781255892908952,Cap
